last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,price_per_area
6800000.0,76.0,2,2.75,23.0,39.0,18,0,0,0,15.0,2.0,34,34967.0,14640.0,0.0,490.80455501918556,1.0,564.0,89473.68421052632
4050000.0,60.0,4,2.77149889685604,5.0,43.0,4,1,0,0,7.0,1.1500821018062397,34,11580.0,10510.0,0.0,490.80455501918556,1.0,95.0,67500.0
7100000.0,70.0,3,2.6,17.0,49.0,11,1,0,0,9.2,0.0,34,29197.0,11456.0,2.0,452.0,1.0,779.0,101428.57142857143
4170000.0,44.0,1,2.9,6.0,20.8,1,1,0,0,11.7,1.0,33,18557.0,30710.0,0.0,490.80455501918556,1.0,118.0,94772.72727272728
8600000.0,100.0,3,2.77149889685604,19.0,52.0,15,0,0,0,11.0,0.0,34,30394.0,11526.0,1.0,532.0,1.0,896.0,86000.0
2200000.0,32.8,1,2.77149889685604,9.0,34.457852427601395,2,1,0,0,10.569807198543485,1.1500821018062397,14,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,67073.17073170732
7200000.0,67.9,2,2.8,16.0,38.1,4,1,0,0,13.4,2.0,34,32888.0,12944.0,0.0,490.80455501918556,0.0,517.9809001097694,106038.2916053019
4990000.0,60.0,3,2.77149889685604,5.0,39.0,4,1,0,0,6.0,0.0,34,11349.0,12889.0,0.0,490.80455501918556,1.0,426.0,83166.66666666667
4800000.0,73.0,4,2.77149889685604,9.0,51.6,5,1,0,0,6.5,1.1500821018062397,13,26535.0,32321.0,0.0,490.80455501918556,0.0,517.9809001097694,65753.42465753424
3290000.0,33.0,1,2.55,16.0,14.0,3,1,0,0,8.0,1.1500821018062397,34,13943.0,12739.0,0.0,490.80455501918556,0.0,517.9809001097694,99696.9696969697
15500000.0,149.0,5,2.77149889685604,5.0,104.0,4,1,0,0,17.0,1.1500821018062397,34,23670.0,3502.0,0.0,490.80455501918556,1.0,779.0,104026.84563758389
3790000.0,45.0,2,2.77149889685604,9.0,27.0,9,0,0,0,6.3,2.0,34,49574.0,16461.0,1.0,459.0,0.0,517.9809001097694,84222.22222222222
1990000.0,45.8,2,2.5,5.0,34.457852427601395,1,1,0,0,10.569807198543485,1.1500821018062397,251,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,43449.781659388645
3150000.0,40.0,1,2.75,18.0,16.3,9,1,0,0,11.6,1.1500821018062397,292,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,78750.0
5200000.0,54.4,2,2.75,9.0,29.7,2,1,0,0,8.8,2.0,34,13413.0,12209.0,0.0,490.80455501918556,1.0,1175.0,95588.23529411765
3590000.0,36.0,1,2.6,26.0,15.0,22,1,0,0,10.0,2.0,297,52996.0,19143.0,0.0,490.80455501918556,0.0,517.9809001097694,99722.22222222222
7900000.0,74.0,3,2.77149889685604,14.0,59.0,8,0,0,0,12.0,5.0,34,37715.0,12612.0,1.0,725.0,1.0,759.0,106756.75675675676
22000000.0,161.8,4,2.8,4.0,80.9,2,0,0,0,17.6,5.0,28,35416.0,30605.0,2.0,47.0,1.0,907.0,135970.33374536462
9330000.0,48.0,2,3.0,4.0,28.0,4,1,0,0,7.5,1.1500821018062397,34,15016.0,10822.0,0.0,490.80455501918556,1.0,492.0,194375.0
5350000.0,40.0,1,2.77149889685604,22.0,34.457852427601395,3,1,0,0,10.569807198543485,1.0,34,30471.0,11603.0,1.0,620.0,1.0,1152.0,133750.0
5200000.0,50.6,2,2.65,9.0,30.3,7,1,0,0,7.0,1.1500821018062397,34,30011.0,12872.0,0.0,490.80455501918556,0.0,517.9809001097694,102766.79841897234
6600000.0,52.1,2,2.6,24.0,29.7,9,1,0,0,8.3,2.0,34,15114.0,12702.0,0.0,490.80455501918556,0.0,517.9809001097694,126679.46257197697
3600000.0,56.1,3,2.77149889685604,4.0,42.5,3,1,0,0,5.7,1.0,6,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,64171.1229946524
3600000.0,33.83,1,2.77149889685604,24.0,15.35,6,1,0,0,9.5,1.1500821018062397,34,21460.0,16788.0,0.0,490.80455501918556,1.0,170.0,106414.42506650902
3050000.0,30.8,1,2.5,9.0,18.0,7,1,0,0,6.0,1.1500821018062397,34,45341.0,16603.0,1.0,675.0,0.0,517.9809001097694,99025.97402597402
4500000.0,48.2,1,2.7,5.0,25.4,4,0,0,0,9.0,1.0,33,19841.0,30183.0,1.0,531.0,3.0,330.0,93360.9958506224
45000000.0,161.0,3,3.2,8.0,38.0,4,1,0,0,50.0,1.1500821018062397,34,32537.0,6589.0,0.0,490.80455501918556,3.0,99.0,279503.1055900621
11795000.0,136.0,6,3.0,2.0,94.0,2,1,0,0,11.0,1.0,34,16510.0,6582.0,1.0,526.0,0.0,517.9809001097694,86727.94117647059
4300000.0,39.1,1,2.77149889685604,25.0,15.4,13,1,0,0,15.5,2.0,297,52611.0,18783.0,0.0,490.80455501918556,0.0,517.9809001097694,109974.42455242966
3320000.0,36.5,1,2.77149889685604,24.0,14.0,6,1,0,0,12.0,0.0,34,33331.0,14495.0,0.0,490.80455501918556,0.0,517.9809001097694,90958.90410958904
7400000.0,58.8,2,2.6,10.0,33.7,9,1,0,0,10.7,1.1500821018062397,34,10643.0,12260.0,0.0,490.80455501918556,1.0,998.0,125850.34013605442
4350000.0,41.0,1,2.8,7.0,18.1,4,0,0,0,11.1,2.0,34,13772.0,9626.0,1.0,271.0,1.0,439.0,106097.56097560975
3200000.0,45.0,1,2.77149889685604,25.0,17.0,10,1,0,0,12.0,1.1500821018062397,327,13097.0,18883.0,0.0,490.80455501918556,1.0,649.0,71111.11111111111
3900000.0,33.0,1,2.6,9.0,19.0,5,1,0,0,7.0,1.1500821018062397,34,12988.0,15579.0,0.0,490.80455501918556,2.0,898.0,118181.81818181818
6300000.0,46.5,1,2.77149889685604,13.0,34.457852427601395,13,1,0,0,10.569807198543485,1.1500821018062397,34,11125.0,14501.0,0.0,490.80455501918556,0.0,517.9809001097694,135483.87096774194
2740000.0,35.0,1,2.77149889685604,12.0,34.457852427601395,8,1,0,0,10.569807198543485,1.1500821018062397,292,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,78285.71428571429
7990000.0,74.0,2,2.77149889685604,4.0,43.0,4,1,0,0,20.0,1.1500821018062397,34,22568.0,4288.0,1.0,363.0,0.0,517.9809001097694,107972.97297297297
4800000.0,78.6,3,2.8,9.0,48.8,5,1,0,0,11.9,2.0,36,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,61068.70229007634
20000000.0,118.0,3,3.0,9.0,68.0,7,1,0,0,16.0,1.1500821018062397,34,26055.0,4800.0,1.0,648.0,1.0,779.0,169491.5254237288
3100000.0,44.3,2,2.5,5.0,29.0,5,1,0,0,5.3,1.1500821018062397,6,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,69977.42663656885
4400000.0,57.0,3,2.5,5.0,39.0,2,1,0,0,7.0,1.1500821018062397,34,35361.0,10484.0,0.0,490.80455501918556,0.0,517.9809001097694,77192.98245614035
3450000.0,34.0,1,2.6,17.0,17.4,8,0,0,0,11.5,2.0,207,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,101470.58823529411
2550000.0,31.0,1,2.5,5.0,15.4,4,1,0,0,7.2,1.1500821018062397,19,47675.0,51100.0,0.0,490.80455501918556,2.0,490.0,82258.06451612903
4150000.0,74.0,3,2.8,5.0,44.0,1,1,0,0,8.0,2.0,154,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,56081.08108108108
4010000.0,50.7,2,2.6,5.0,28.9,5,0,0,0,9.0,2.0,4,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,79092.70216962525
3400000.0,30.0,1,2.77149889685604,5.0,16.0,1,1,0,0,7.0,1.1500821018062397,34,39053.0,8313.0,1.0,382.0,0.0,517.9809001097694,113333.33333333333
4850000.0,57.5,3,2.5,9.0,39.0,8,1,0,0,6.2,1.1500821018062397,34,33623.0,12267.0,1.0,334.0,1.0,333.0,84347.82608695653
4500000.0,55.0,2,2.7,3.0,35.5,2,1,0,0,7.5,1.0,16,68258.0,49984.0,3.0,167.0,3.0,118.0,81818.18181818182
4750000.0,73.8,3,2.77149889685604,10.0,44.8,1,0,0,0,10.4,0.0,297,53817.0,23742.0,0.0,490.80455501918556,3.0,631.0,64363.143631436316
2350000.0,34.0,1,2.5,9.0,19.0,8,1,0,0,7.1,1.1500821018062397,13,26765.0,32551.0,1.0,445.0,1.0,996.0,69117.64705882352
4950000.0,44.0,2,2.7,23.0,21.0,19,1,0,0,15.0,2.0,34,15749.0,14545.0,0.0,490.80455501918556,0.0,517.9809001097694,112500.0
2800000.0,55.1,3,2.6,5.0,38.4,1,1,0,0,4.9,1.1500821018062397,12,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,50816.696914700544
4300000.0,62.1,3,2.55,5.0,43.5,1,0,0,0,7.3,0.0,34,19646.0,15572.0,1.0,231.0,2.0,854.0,69243.15619967793
4350000.0,37.0,1,2.77149889685604,19.0,18.0,6,1,0,0,10.7,1.1500821018062397,34,34324.0,14192.0,0.0,490.80455501918556,0.0,517.9809001097694,117567.56756756757
2590000.0,55.7,3,2.5,4.0,42.6,4,1,0,0,7.0,1.1500821018062397,12,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,46499.102333931776
4050000.0,79.1,3,3.0,15.0,45.23,1,1,0,0,11.95,1.0,117,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,51201.011378002535
10949000.0,68.0,1,2.77149889685604,10.0,34.457852427601395,6,1,0,0,10.569807198543485,1.1500821018062397,34,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,161014.70588235295
4500000.0,80.5,3,2.77149889685604,25.0,34.457852427601395,16,1,0,0,10.569807198543485,1.1500821018062397,327,12430.0,18217.0,0.0,490.80455501918556,0.0,517.9809001097694,55900.62111801242
4200000.0,41.4,1,2.7,25.0,16.5,20,1,0,0,10.2,1.1500821018062397,297,53554.0,19107.0,0.0,490.80455501918556,0.0,517.9809001097694,101449.27536231885
2400000.0,43.9,2,2.77149889685604,2.0,27.46,1,1,0,0,5.2,1.1500821018062397,12,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,54669.703872437356
5200000.0,46.3,2,3.0,5.0,27.8,5,1,0,0,8.0,1.1500821018062397,34,13334.0,9319.0,0.0,490.80455501918556,1.0,682.0,112311.0151187905
4500000.0,63.0,2,2.77149889685604,11.0,36.0,3,1,0,0,9.0,2.0,289,26128.0,27825.0,0.0,490.80455501918556,0.0,517.9809001097694,71428.57142857143
4999000.0,52.0,2,2.61,9.0,30.0,6,1,0,0,9.0,2.0,34,12444.0,15035.0,0.0,490.80455501918556,1.0,881.0,96134.61538461539
1700000.0,33.1,1,2.77149889685604,5.0,18.4,1,1,0,0,6.4,1.1500821018062397,335,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,51359.5166163142
2500000.0,63.0,3,2.5,5.0,43.0,4,1,0,0,9.0,1.1500821018062397,340,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,39682.53968253968
6450000.0,67.7,3,2.77149889685604,9.0,40.0,4,1,0,0,8.0,1.0,34,32668.0,13832.0,0.0,490.80455501918556,0.0,517.9809001097694,95273.26440177253
2130000.0,54.0,2,2.77149889685604,3.0,28.0,1,1,0,0,8.5,0.0,206,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,39444.444444444445
4200000.0,72.0,2,2.77149889685604,12.0,45.0,4,1,0,0,10.0,1.1500821018062397,252,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,58333.333333333336
3500000.0,40.4,1,2.75,9.0,20.0,7,0,0,0,10.0,1.0,34,32574.0,11648.0,1.0,511.0,0.0,517.9809001097694,86633.66336633664
3500000.0,29.5,1,2.5,5.0,15.6,2,1,0,0,5.5,1.0,34,12921.0,7303.0,0.0,490.80455501918556,0.0,517.9809001097694,118644.06779661016
5150000.0,47.0,2,2.75,9.0,28.1,9,0,0,0,7.0,2.0,34,10142.0,13743.0,2.0,751.0,1.0,881.0,109574.46808510639
8780000.0,78.3,3,2.5,15.0,51.0,9,1,0,0,11.0,1.1500821018062397,34,52108.0,16333.0,0.0,490.80455501918556,1.0,746.0,112132.82247765007
4898000.0,146.0,4,2.77149889685604,2.0,77.0,2,1,0,0,13.0,1.1500821018062397,4,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,33547.94520547945
11700000.0,80.0,3,2.77149889685604,5.0,55.1,3,1,0,0,11.0,0.0,34,11248.0,8767.0,1.0,666.0,0.0,517.9809001097694,146250.0
9600000.0,90.0,4,2.77149889685604,5.0,67.0,2,1,0,0,8.0,1.1500821018062397,34,23277.0,2818.0,0.0,490.80455501918556,0.0,517.9809001097694,106666.66666666667
3800000.0,38.6,1,2.77149889685604,9.0,18.0,6,1,0,0,8.4,2.0,34,36450.0,13364.0,0.0,490.80455501918556,0.0,517.9809001097694,98445.59585492227
3000000.0,37.0,1,2.75,10.0,12.0,3,1,0,0,13.0,1.1500821018062397,352,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,81081.08108108108
3700000.0,33.0,1,2.77149889685604,14.0,18.0,2,1,0,0,6.2,1.0,34,49214.0,16140.0,0.0,490.80455501918556,0.0,517.9809001097694,112121.21212121213
4800000.0,35.0,1,2.7,25.0,17.0,9,1,0,0,9.0,1.1500821018062397,34,42499.0,9719.0,0.0,490.80455501918556,0.0,517.9809001097694,137142.85714285713
6900000.0,77.2,4,2.6,9.0,61.0,1,1,0,0,6.0,1.1500821018062397,34,12403.0,10787.0,0.0,490.80455501918556,1.0,713.0,89378.23834196891
4900000.0,32.0,1,2.77149889685604,25.0,15.0,5,1,0,0,9.0,1.1500821018062397,34,52480.0,15598.0,0.0,490.80455501918556,1.0,464.0,153125.0
10500000.0,124.1,5,3.2,4.0,79.4,3,1,0,0,20.0,0.0,34,26825.0,5527.0,1.0,384.0,0.0,517.9809001097694,84609.18614020951
11000000.0,101.0,4,3.0,3.0,73.0,3,0,0,0,9.0,1.0,27,20746.0,32900.0,3.0,127.0,3.0,405.0,108910.89108910892
9490000.0,80.0,3,2.55,10.0,46.0,7,1,0,0,11.0,1.0,34,35958.0,9860.0,0.0,490.80455501918556,0.0,517.9809001097694,118625.0
7497600.0,62.5,2,2.77149889685604,5.0,35.5,5,1,0,0,9.5,1.1500821018062397,33,14517.0,26670.0,1.0,517.0,0.0,517.9809001097694,119961.6
3850000.0,72.3,2,2.77149889685604,3.0,27.4,2,1,0,0,23.6,0.0,125,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,53250.345781466116
4590000.0,40.0,1,2.77149889685604,6.0,18.0,1,1,0,0,10.0,0.0,34,20062.0,6175.0,1.0,241.0,0.0,517.9809001097694,114750.0
2500000.0,33.3,1,2.55,9.0,19.0,3,1,0,0,7.0,2.0,3,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,75075.07507507509
5750000.0,78.0,3,2.77149889685604,27.0,45.4,27,1,0,0,10.8,2.0,297,53134.0,19311.0,0.0,490.80455501918556,0.0,517.9809001097694,73717.94871794872
4000000.0,21.4,1,2.9,8.0,8.3,7,1,0,0,6.3,1.1500821018062397,34,27089.0,5791.0,2.0,488.0,1.0,286.0,186915.8878504673
3850000.0,42.0,2,2.77149889685604,5.0,27.0,4,1,0,0,6.5,1.1500821018062397,34,43019.0,8535.0,0.0,490.80455501918556,0.0,517.9809001097694,91666.66666666667
10999000.0,97.2,3,2.5,16.0,34.457852427601395,16,1,0,0,18.3,5.0,34,19426.0,21138.0,0.0,490.80455501918556,2.0,390.0,113158.43621399176
8520000.0,84.7,3,3.2,5.0,55.9,4,1,0,0,8.4,1.0,34,37889.0,9816.0,1.0,156.0,0.0,517.9809001097694,100590.31877213695
4500000.0,31.0,1,2.5,9.0,17.0,4,1,0,0,5.0,1.1500821018062397,34,35445.0,9089.0,0.0,490.80455501918556,2.0,439.0,145161.29032258064
6200000.0,67.0,3,2.77149889685604,6.0,42.5,2,0,0,0,8.2,2.0,34,37836.0,12250.0,1.0,576.0,1.0,556.0,92537.31343283581
2500000.0,30.9,1,2.75,5.0,16.7,1,1,0,0,6.0,1.1500821018062397,16,68997.0,50722.0,1.0,285.0,2.0,221.0,80906.14886731392
33000000.0,180.0,3,2.9,9.0,86.0,8,0,0,0,24.0,4.0,34,25689.0,4264.0,1.0,633.0,0.0,517.9809001097694,183333.33333333334
2100000.0,60.0,2,2.5,5.0,31.5,2,1,0,0,9.0,2.0,2,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,35000.0
4300000.0,48.0,1,2.77149889685604,22.0,14.0,5,1,0,0,23.8,1.1500821018062397,34,16951.0,15747.0,0.0,490.80455501918556,1.0,1097.0,89583.33333333333
12490000.0,87.8,3,2.77149889685604,12.0,45.1,3,1,0,0,24.0,1.0,34,32746.0,13845.0,0.0,490.80455501918556,1.0,516.0,142255.12528473805
4800000.0,65.9,3,2.55,9.0,48.5,8,1,0,0,6.3,1.1500821018062397,34,44855.0,17093.0,0.0,490.80455501918556,0.0,517.9809001097694,72837.63277693474
4050000.0,51.0,2,2.77149889685604,5.0,30.5,1,1,0,0,6.6,1.1500821018062397,33,17974.0,32546.0,1.0,15.0,1.0,659.0,79411.76470588235
6210000.0,55.0,2,2.5,11.0,31.9,3,1,0,0,8.3,1.1500821018062397,34,31398.0,11990.0,0.0,490.80455501918556,0.0,517.9809001097694,112909.09090909091
2500000.0,31.0,1,2.75,3.0,19.5,1,1,0,0,5.0,1.1500821018062397,19,48649.0,52073.0,0.0,490.80455501918556,2.0,896.0,80645.16129032258
3200000.0,32.0,1,2.5,9.0,18.0,3,1,0,0,8.0,1.1500821018062397,34,49587.0,16425.0,1.0,215.0,0.0,517.9809001097694,100000.0
2650000.0,49.0,2,2.8,8.0,31.0,8,1,0,0,6.0,2.0,10,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,54081.63265306123
3400000.0,71.1,3,2.5,5.0,41.9,4,1,0,0,9.0,2.0,32,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,47819.971870604786
2699000.0,33.0,1,2.5,9.0,19.0,7,1,0,0,6.0,1.1500821018062397,28,45332.0,48757.0,0.0,490.80455501918556,0.0,517.9809001097694,81787.87878787878
3150000.0,31.0,1,2.77149889685604,25.0,34.457852427601395,6,1,0,0,10.569807198543485,1.1500821018062397,292,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,101612.90322580645
3800000.0,33.7,1,2.65,17.0,15.1,3,1,0,0,7.3,1.1500821018062397,34,35452.0,15458.0,0.0,490.80455501918556,1.0,998.0,112759.64391691393
3990000.0,48.0,1,3.25,5.0,20.5,1,0,0,0,17.0,1.1500821018062397,37,57998.0,34928.0,0.0,490.80455501918556,2.0,443.0,83125.0
6500000.0,51.8,2,3.45,6.0,25.6,2,1,0,0,7.3,1.0,34,20502.0,3618.0,2.0,533.0,1.0,812.0,125482.62548262549
13310800.0,85.1,2,2.7,10.0,31.52,5,1,0,0,26.85,1.0,34,31460.0,4263.0,1.0,141.0,3.0,133.0,156413.63102232668
4800000.0,40.0,2,2.77149889685604,3.0,29.0,2,1,0,0,6.0,1.1500821018062397,34,23371.0,2913.0,0.0,490.80455501918556,2.0,729.0,120000.0
2200000.0,31.0,1,2.5,5.0,17.0,3,0,0,0,5.5,1.0,252,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,70967.74193548386
16912000.0,105.7,2,2.7,3.0,48.4,1,1,0,0,15.4,1.1500821018062397,33,14352.0,26506.0,3.0,366.0,3.0,179.0,160000.0
6500000.0,32.6,1,2.77149889685604,5.0,18.5,5,1,0,0,5.5,1.1500821018062397,34,24764.0,5448.0,0.0,490.80455501918556,0.0,517.9809001097694,199386.50306748465
4620000.0,86.2,3,2.75,12.0,49.6,9,1,0,0,17.0,1.0,98,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,53596.28770301624
2990000.0,30.0,1,2.5,9.0,20.0,9,1,0,0,5.6,0.0,34,30067.0,6262.0,0.0,490.80455501918556,1.0,332.0,99666.66666666667
2450000.0,27.0,0,2.77149889685604,24.0,15.5,2,1,1,0,10.569807198543485,2.0,292,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,90740.74074074074
8290000.0,77.0,2,2.77,16.0,40.0,5,1,0,0,10.0,1.0,34,30012.0,7384.0,0.0,490.80455501918556,1.0,260.0,107662.33766233767
4400000.0,53.6,2,2.55,10.0,29.2,10,1,0,0,7.8,1.0,37,60883.0,36102.0,1.0,341.0,2.0,256.0,82089.55223880596
27700000.0,179.6,5,2.85,25.0,97.2,25,1,0,0,33.8,2.0,34,19424.0,4489.0,0.0,490.80455501918556,1.0,806.0,154231.6258351893
4790000.0,35.5,1,2.65,25.0,17.0,20,1,0,0,9.0,1.1500821018062397,34,36688.0,11841.0,0.0,490.80455501918556,2.0,981.0,134929.57746478874
5300000.0,53.0,2,2.65,12.0,31.5,6,1,0,0,7.6,1.1500821018062397,34,10128.0,12247.0,2.0,633.0,1.0,878.0,100000.0
3900000.0,45.0,2,2.77149889685604,5.0,29.0,3,1,0,0,6.0,1.1500821018062397,34,39793.0,9052.0,0.0,490.80455501918556,0.0,517.9809001097694,86666.66666666667
2950000.0,44.9,2,2.77149889685604,5.0,28.0,3,1,0,0,5.4,1.0,272,28793.67219254282,14191.277832783278,0.6114075133381002,490.80455501918556,0.7702546614597657,517.9809001097694,65701.55902004454
8090000.0,81.22,3,2.64,24.0,42.9,10,1,0,0,12.72,1.0,34,17755.0,16576.0,0.0,490.80455501918556,1.0,594.0,99606.00837232209
4350000.0,55.0,2,2.57,9.0,31.2,2,1,0,0,8.3,0.0,28,45958.0,34425.0,1.0,589.0,0.0,517.9809001097694,79090.90909090909
8200000.0,80.0,3,4.15,3.0,44.2,2,1,0,0,12.2,1.1500821018062397,34,20562.0,3167.0,2.0,344.0,1.0,838.0,102500.0
